814	0
815	0
816	0
817	1
818	0
819	1
820	0
821	0
822	1
823	1
824	0
825	1
826	1
827	0
828	1
829	0
830	0
831	1
832	1
833	0
834	0
835	0
836	0
837	1
838	1
839	0
840	0
841	0
842	1
843	0
844	0
845	0
846	1
847	0
848	0
849	0
850	1
851	0
852	1
853	1
854	1
855	0
856	0
857	1
858	1
859	1
860	1
861	0
862	0
863	0
864	0
865	1
866	1
867	0
868	1
869	1
870	1
871	1
872	0
873	1
874	1
875	0
876	0
877	1
878	0
879	1
880	1
881	1
882	0
883	1
884	1
885	1
886	1
887	0
888	1
889	0
890	1
891	1
892	1
893	1
894	1
895	0
896	1
897	1
898	1
899	0
900	1
901	1
902	1
903	1
904	1
905	1
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	1
914	1
915	1
916	1
917	1
918	1
919	0
920	0
921	1
922	1
923	1
924	0
925	1
926	1
927	1
928	1
929	1
930	1
931	0
932	0
933	1
934	1
935	1
936	1
937	1
938	0
939	1
940	1
941	0
942	0
943	1
944	1
945	1
946	0
947	0
948	1
949	1
950	1
951	1
952	1
953	1
954	1
955	0
956	1
957	0
958	0
959	0
960	1
961	1
962	1
963	1
964	0
965	0
966	0
967	1
968	1
969	1
970	1
971	0
972	1
973	1
974	1
975	0
976	1
977	1
978	1
979	1
980	1
981	0
982	0
983	0
984	1
985	1
986	0
987	1
988	1
989	1
990	1
991	0
992	1
993	1
994	0
995	0
996	0
997	1
998	0
999	1
1000	1
1001	1
1002	1
1003	1
1004	1
1005	1
1006	1
1007	1
1008	0
1009	1
1010	1
1011	1
1012	1
1013	0
1014	0
1015	1
1016	1
1017	0
1018	0
1019	1
1020	1
1021	0
1022	0
1023	0
1024	1
1025	0
1026	1
1027	0
1028	1
1029	1
1030	1
1031	0
1032	1
1033	1
1034	0
1035	1
1036	1
1037	0
1038	1
1039	1
1040	1
1041	0
1042	1
1043	1
1044	1
1045	1
1046	1
1047	1
1048	1
1049	0
1050	0
1051	1
1052	1
1053	1
1054	1
1055	0
1056	1
1057	1
1058	0
1059	1
1060	0
1061	1
1062	1
1063	0
1064	0
1065	1
1066	0
1067	0
1068	1
1069	0
1070	0
1071	1
1072	1
1073	1
1074	0
1075	1
1076	0
1077	1
1078	1
1079	0
1080	1
1081	0
1082	1
1083	0
1084	1
1085	0
1086	0
1087	1
1088	1
1089	1
1090	1
1091	1
1092	0
1093	0
1094	0
1095	1
1096	0
1097	0
1098	1
1099	0
1100	0
1101	1
1102	1
1103	1
1104	0
1105	1
1106	1
1107	0
1108	1
1109	0
1110	1
1111	0
1112	0
1113	0
1114	0
1115	1
1116	1
1117	0
1118	1
1119	1
1120	1
1121	0
1122	1
1123	1
1124	0
1125	1
1126	1
1127	0
1128	0
1129	1
1130	1
1131	1
1132	1
1133	0
1134	1
1135	1
1136	1
1137	0
1138	1
1139	1
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	1
1147	0
1148	1
1149	0
1150	1
1151	0
1152	1
1153	1
1154	1
1155	0
1156	1
1157	0
1158	1
1159	0
1160	1
1161	0
1162	1
1163	1
1164	0
1165	0
1166	1
1167	0
1168	0
1169	0
1170	0
1171	0
1172	1
1173	1
1174	1
1175	0
1176	0
1177	1
1178	0
1179	1
1180	1
1181	0
1182	0
1183	1
1184	1
1185	0
1186	1
1187	1
1188	1
1189	1
1190	1
1191	1
1192	1
1193	0
1194	0
1195	1
1196	1
1197	0
1198	1
1199	1
1200	1
1201	1
1202	0
1203	0
1204	0
1205	1
1206	1
1207	1
1208	0
1209	1
1210	0
1211	1
1212	0
1213	1
1214	0
1215	0
1216	0
1217	0
1218	1
1219	1
1220	0
1221	1
1222	1
1223	1
1224	0
1225	1
1226	0
1227	0
1228	0
1229	0
1230	0
1231	1
1232	0
1233	0
1234	1
1235	0
1236	0
1237	0
1238	1
1239	0
1240	1
1241	1
1242	1
1243	0
1244	0
1245	1
1246	1
1247	0
1248	0
1249	1
1250	1
1251	1
1252	1
1253	0
1254	1
1255	0
1256	0
1257	0
1258	0
1259	1
1260	1
1261	1
1262	0
1263	1
1264	0
1265	0
1266	0
1267	1
1268	1
1269	1
1270	0
1271	0
1272	1
1273	0
1274	1
1275	1
1276	1
1277	1
1278	1
1279	0
1280	1
1281	1
1282	1
1283	0
1284	1
1285	0
1286	1
1287	1
1288	1
1289	0
1290	1
1291	0
1292	0
1293	1
1294	1
1295	0
1296	0
1297	1
1298	1
1299	1
1300	0
1301	0
1302	1
1303	1
1304	1
1305	1
1306	1
1307	1
1308	0
1309	1
1310	1
1311	1
1312	1
1313	1
1314	1
1315	1
1316	1
1317	0
1318	0
1319	1
1320	1
1321	0
1322	0
1323	0
1324	0
1325	1
1326	0
1327	1
1328	0
1329	0
1330	0
1331	0
1332	1
1333	0
1334	0
1335	1
1336	0
1337	0
1338	0
1339	0
1340	1
1341	0
1342	1
1343	1
1344	0
1345	0
1346	1
1347	1
1348	1
1349	1
1350	1
1351	1
1352	0
1353	1
1354	0
1355	1
1356	0
1357	0
1358	0
1359	1
1360	1
1361	0
1362	1
1363	0
1364	1
1365	1
1366	1
1367	1
1368	0
1369	1
1370	1
1371	1
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	1
1379	1
1380	0
1381	0
1382	0
1383	0
1384	0
1385	1
1386	1
1387	0
1388	0
1389	1
1390	0
1391	1
1392	1
1393	1
1394	0
1395	1
1396	0
1397	1
1398	1
1399	1
1400	1
1401	1
1402	1
1403	1
1404	0
1405	1
1406	0
1407	0
1408	0
1409	1
1410	0
1411	0
1412	1
1413	1
1414	0
1415	1
1416	0
1417	0
1418	1
1419	0
1420	0
1421	1
1422	1
1423	1
1424	0
1425	1
1426	1
1427	0
1428	0
1429	1
1430	1
1431	0
1432	0
1433	1
1434	1
1435	1
1436	1
1437	1
1438	0
1439	0
1440	0
1441	1
1442	0
1443	1
1444	1
1445	1
1446	1
1447	1
1448	1
1449	1
1450	0
1451	0
1452	1
1453	1
1454	1
1455	1
1456	0
1457	0
1458	1
1459	1
1460	1
1461	1
1462	0
1463	0
1464	0
1465	0
1466	0
1467	1
1468	1
1469	0
1470	1
1471	0
1472	0
1473	1
1474	1
1475	1
1476	1
1477	0
1478	1
1479	1
1480	1
1481	0
1482	1
1483	0
1484	1
1485	0
1486	0
1487	0
1488	1
1489	1
1490	1
1491	1
1492	0
1493	0
1494	1
1495	0
1496	0
1497	1
1498	1
1499	0
1500	1
1501	0
1502	0
1503	1
1504	1
1505	0
1506	1
1507	1
1508	1
1509	1
1510	1
1511	1
1512	0
1513	0
1514	0
1515	1
1516	1
1517	1
1518	1
1519	1
1520	0
1521	1
1522	0
1523	0
1524	1
1525	0
1526	0
1527	0
1528	1
1529	1
1530	1
1531	1
1532	0
1533	1
1534	1
1535	0
1536	0
1537	0
1538	1
1539	1
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	1
1548	1
1549	0
1550	0
1551	1
1552	1
1553	1
1554	1
1555	1
1556	1
1557	1
1558	0
1559	0
1560	1
1561	1
1562	1
1563	0
1564	0
1565	1
1566	0
1567	0
1568	1
1569	1
1570	1
1571	1
1572	0
1573	1
1574	1
1575	0
1576	1
1577	1
1578	1
1579	1
1580	1
1581	1
1582	1
1583	1
1584	1
1585	1
1586	0
1587	1
1588	0
1589	1
1590	0
1591	0
1592	1
1593	0
1594	1
1595	0
1596	1
1597	0
1598	1
1599	0
1600	1
1601	0
1602	1
1603	0
1604	1
1605	1
1606	1
1607	0
1608	1
1609	1
1610	1
1611	1
1612	1
1613	1
1614	0
1615	1
1616	1
1617	1
1618	0
1619	1
1620	0
1621	1
1622	1
1623	1
1624	1
1625	0
1626	1
1627	1
1628	1
1629	0
1630	1
1631	1
1632	1
1633	1
1634	1
1635	0
1636	1
1637	0
1638	1
1639	0
1640	0
1641	1
1642	1
1643	1
1644	0
1645	1
1646	0
1647	0
1648	1
1649	1
1650	0
1651	1
1652	1
1653	1
1654	1
1655	0
1656	1
1657	0
1658	0
1659	0
1660	0
1661	1
1662	0
1663	1
1664	0
1665	1
1666	1
1667	1
1668	0
1669	1
1670	0
1671	1
1672	1
1673	0
1674	0
1675	1
1676	0
1677	1
1678	1
1679	0
1680	0
1681	1
1682	1
1683	0
1684	0
1685	0
1686	1
1687	0
1688	0
1689	1
1690	1
1691	0
1692	1
1693	1
1694	0
1695	0
1696	1
1697	1
1698	0
1699	1
1700	1
1701	1
1702	1
1703	0
1704	1
1705	1
1706	0
1707	1
1708	0
1709	1
1710	1
1711	1
1712	0
1713	0
1714	1
1715	1
1716	1
1717	0
1718	0
1719	1
1720	1
1721	0
1722	0
1723	1
1724	1
1725	0
1726	1
1727	0
1728	1
1729	0
1730	1
1731	1
1732	0
1733	1
1734	1
1735	0
1736	0
1737	1
1738	1
1739	1
1740	1
1741	0
1742	1
1743	0
1744	1
1745	1
1746	1
1747	1
1748	1
1749	0
1750	1
1751	0
1752	1
1753	1
1754	1
1755	0
1756	0
1757	0
1758	0
1759	1
1760	1
1761	1
1762	1
1763	0
1764	1
1765	1
1766	1
1767	1
1768	0
1769	0
1770	0
1771	1
1772	0
1773	1
1774	0
1775	0
1776	0
1777	1
1778	0
1779	0
1780	0
1781	1
1782	1
1783	1
1784	1
1785	1
1786	0
1787	0
1788	1
1789	1
1790	0
1791	1
1792	1
1793	1
1794	1
1795	1
1796	0
1797	1
1798	1
1799	1
1800	0
1801	0
1802	0
1803	0
1804	0
1805	1
1806	0
1807	0
1808	1
1809	1
1810	1
1811	0
1812	1
1813	1
1814	1
1815	0
1816	1
1817	1
1818	1
1819	1
1820	1
1821	0
1822	1
1823	0
1824	1
1825	1
1826	1
1827	1
1828	1
1829	1
1830	1
1831	0
1832	1
1833	0
1834	1
1835	0
1836	1
1837	0
1838	0
1839	1
1840	0
1841	0
1842	0
1843	0
1844	1
1845	1
1846	1
1847	1
1848	0
1849	0
1850	1
1851	0
1852	1
1853	0
1854	1
1855	1
1856	0
1857	1
1858	1
1859	1
1860	1
1861	0
1862	0
1863	0
1864	0
1865	1
1866	1
1867	0
1868	0
1869	0
1870	1
1871	1
1872	1
